feature_code,name,type,date_code,smokes,type_of_tenure,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S92000003,Scotland,Scotland,2012,Yes,All,All,All,No limiting condition,All,21,22.7,21.8
S12000038,Renfrewshire,Local Authority,2012,Yes,All,All,All,No limiting condition,All,19.9,29.4,24.6
S12000035,Argyll and Bute,Local Authority,2017,Yes,All,All,All,No limiting condition,All,13.4,24.9,19.2
S12000013,Na h-Eileanan Siar,Local Authority,2013,Yes,All,All,All,No limiting condition,All,13.7,24.8,19.2
S08000026,Shetland,NHS Health Board,2015,Yes,All,All,All,No limiting condition,All,10.5,20.3,15.4
S12000040,West Lothian,Local Authority,2018,No,All,All,All,No limiting condition,All,84.4,91.6,88
S08000029,Fife,NHS Health Board,2014,Yes,All,All,All,No limiting condition,All,15.7,22.2,18.9
S12000020,Moray,Local Authority,2014,Yes,All,All,All,No limiting condition,All,14.6,23.8,19.2
S08000019,Forth Valley,NHS Health Board,2016,Yes,All,All,All,No limiting condition,All,11.2,16.7,14
S12000036,City of Edinburgh,Local Authority,2012,Yes,All,All,All,No limiting condition,All,16.1,21.5,18.8
S12000006,Dumfries and Galloway,Local Authority,2013,Yes,All,All,All,No limiting condition,All,14.7,21.9,18.3
S12000039,West Dunbartonshire,Local Authority,2018,No,All,All,All,No limiting condition,All,79.7,90.9,85.3
S08000028,Western Isles,NHS Health Board,2013,Yes,All,All,All,No limiting condition,All,13.7,24.8,19.2
S12000030,Stirling,Local Authority,2014-2015,Yes,All,All,All,All,All,12.2,18,15.1
S12000033,Aberdeen City,Local Authority,2014-2015,Yes,All,All,All,All,All,19.6,24.4,22
S08000019,Forth Valley,NHS Health Board,2017,Yes,All,All,All,Limiting condition,All,14.2,24,19.1
S08000019,Forth Valley,NHS Health Board,2018,No,All,All,All,Limiting condition,All,71.8,82.6,77.2
S08000028,Western Isles,NHS Health Board,2015,No,All,All,All,Limiting condition,All,63.4,85.3,74.4
S12000034,Aberdeenshire,Local Authority,2016,No,All,All,All,Limiting condition,All,68,84,76
S08000030,Tayside,NHS Health Board,2018,No,All,All,All,All,16-64,73.9,80.8,77.4
S08000020,Grampian,NHS Health Board,2012,Yes,All,All,All,All,16-34,21.6,31.4,26.5
S12000047,Fife,Local Authority,2014,Yes,All,All,All,All,16-64,19.5,26.3,22.9
S12000014,Falkirk,Local Authority,2014-2015,Yes,All,All,All,All,All,17.6,23,20.3
S12000047,Fife,Local Authority,2015,Yes,All,All,All,All,16-64,22.3,29.6,25.9
S12000011,East Renfrewshire,Local Authority,2018,No,All,All,All,Limiting condition,All,70.2,92.5,81.3
S08000030,Tayside,NHS Health Board,2016,No,All,All,All,Limiting condition,All,72.2,81.2,76.7
S12000048,Perth and Kinross,Local Authority,2017,Yes,All,All,All,Limiting condition,All,8.5,22.6,15.5
S12000039,West Dunbartonshire,Local Authority,2013,Yes,All,All,All,Limiting condition,All,22.1,40,31
S12000049,Glasgow City,Local Authority,2016,No,All,All,All,Limiting condition,All,58.6,68.1,63.4
S12000026,Scottish Borders,Local Authority,2012,Yes,All,All,All,Limiting condition,All,17.8,35.1,26.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,Yes,All,All,All,Limiting condition,All,30.2,36.8,33.5
S92000003,Scotland,Scotland,2017,Yes,All,All,All,Limiting condition,All,23.8,26.6,25.2
S12000018,Inverclyde,Local Authority,2012,No,All,All,All,Limiting condition,All,57.2,75.7,66.5
S12000010,East Lothian,Local Authority,2017,No,All,All,All,Limiting condition,All,56.6,79.7,68.1
S12000006,Dumfries and Galloway,Local Authority,2017,No,All,All,All,Limiting condition,All,71,84.5,77.8
S08000017,Dumfries and Galloway,NHS Health Board,2019,Yes,All,All,All,Limiting condition,All,17.4,30.9,24.2
S12000050,North Lanarkshire,Local Authority,2014,Yes,All,All,All,All,All,19.7,25.9,22.8
S12000006,Dumfries and Galloway,Local Authority,2018,No,All,All,All,Limiting condition,All,76.6,87.5,82
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,All,All,All,Limiting condition,All,76.6,87.5,82
S12000035,Argyll and Bute,Local Authority,2017,No,All,All,All,Limiting condition,All,71.2,85.6,78.4
S08000016,Borders,NHS Health Board,2018,No,All,All,All,Limiting condition,All,63.8,82.6,73.2
S08000024,Lothian,NHS Health Board,2018,Yes,All,All,All,Limiting condition,All,19.2,26.5,22.8
S08000022,Highland,NHS Health Board,2012,No,All,All,All,Limiting condition,All,63.9,78,71
S08000016,Borders,NHS Health Board,2014,No,All,All,All,Limiting condition,All,68.6,85.2,76.9
S12000013,Na h-Eileanan Siar,Local Authority,2016,No,All,All,All,Limiting condition,All,70.1,88.6,79.3
S12000014,Falkirk,Local Authority,2017,Yes,All,All,All,Limiting condition,All,12.1,26,19
S08000026,Shetland,NHS Health Board,2015,No,All,All,All,Limiting condition,All,61.4,90,75.7
S08000016,Borders,NHS Health Board,2013,Yes,All,All,All,Limiting condition,All,13.8,30.9,22.3
S08000032,Lanarkshire,NHS Health Board,2019,Yes,All,All,All,Limiting condition,All,23,30.7,26.9
S12000041,Angus,Local Authority,2018,Yes,All,All,All,Limiting condition,All,20.7,39.6,30.1
S08000017,Dumfries and Galloway,NHS Health Board,2016,Yes,All,All,All,Limiting condition,All,16.7,29.6,23.2
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,All,All,All,Limiting condition,All,65.7,75.1,70.4
S12000047,Fife,Local Authority,2017,Yes,All,All,All,Limiting condition,All,16.2,26,21.1
S08000022,Highland,NHS Health Board,2018,No,All,All,All,Limiting condition,All,72,83,77.5
S08000030,Tayside,NHS Health Board,2017,Yes,All,All,All,Limiting condition,All,19,28.4,23.7
S12000028,South Ayrshire,Local Authority,2014,Yes,All,All,All,Limiting condition,All,17.1,32.5,24.8
S08000026,Shetland,NHS Health Board,2019,No,All,All,All,Limiting condition,All,59.7,85.3,72.5
S12000013,Na h-Eileanan Siar,Local Authority,2018,Yes,All,All,All,Limiting condition,All,7.8,17.9,12.8
S12000017,Highland,Local Authority,2016,No,All,All,All,Limiting condition,All,71.9,84.7,78.3
S08000015,Ayrshire and Arran,NHS Health Board,2017,Yes,All,All,All,Limiting condition,All,19.7,29.2,24.4
S12000014,Falkirk,Local Authority,2015,Yes,All,All,All,Limiting condition,All,15.7,32.6,24.2
S12000042,Dundee City,Local Authority,2013,Yes,All,All,All,Limiting condition,All,18.8,33.3,26.1
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,All,All,All,Limiting condition,All,67,90.5,78.7
S08000016,Borders,NHS Health Board,2017,Yes,All,All,All,Limiting condition,All,16,40,28
S12000048,Perth and Kinross,Local Authority,2018,No,All,All,All,Limiting condition,All,70.6,87.4,79
S12000029,South Lanarkshire,Local Authority,2012,Yes,All,All,All,Limiting condition,All,24.8,37.4,31.1
S12000018,Inverclyde,Local Authority,2017,Yes,All,All,All,Limiting condition,All,23.5,41.8,32.6
S08000025,Orkney,NHS Health Board,2014,Yes,All,All,All,Limiting condition,All,13.7,35,24.4
S08000017,Dumfries and Galloway,NHS Health Board,2017,No,All,All,All,Limiting condition,All,71,84.5,77.8
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,All,Limiting condition,All,67.7,77.5,72.6
S12000042,Dundee City,Local Authority,2017,Yes,All,All,All,Limiting condition,All,26.3,44.8,35.6
S12000027,Shetland Islands,Local Authority,2013,Yes,All,All,All,Limiting condition,All,13.7,32.9,23.3
S12000050,North Lanarkshire,Local Authority,2015,Yes,All,All,All,Limiting condition,All,27.9,40,34
S08000024,Lothian,NHS Health Board,2013,Yes,All,All,All,Limiting condition,All,23.8,31.4,27.6
S12000021,North Ayrshire,Local Authority,2012,Yes,All,All,All,Limiting condition,All,28.5,46.8,37.6
S08000032,Lanarkshire,NHS Health Board,2018,No,All,All,All,All,16-64,74.9,80,77.5
S08000032,Lanarkshire,NHS Health Board,2012,Yes,All,All,All,All,16-34,24.7,34.8,29.7
S12000033,Aberdeen City,Local Authority,2012-2013,Yes,All,All,All,All,All,20.2,25.5,22.8
S08000032,Lanarkshire,NHS Health Board,2016,Yes,All,All,All,All,35-64,19.5,25.4,22.4
S12000029,South Lanarkshire,Local Authority,2014,Yes,All,All,All,Limiting condition,All,16.2,28.3,22.3
S08000025,Orkney,NHS Health Board,2012,Yes,All,All,All,Limiting condition,All,16.8,35,25.9
S12000047,Fife,Local Authority,2016,No,All,All,All,Limiting condition,All,71.1,81.5,76.3
S12000045,East Dunbartonshire,Local Authority,2017,Yes,All,All,All,Limiting condition,All,6.8,25.5,16.2
S12000028,South Ayrshire,Local Authority,2018,No,All,All,All,Limiting condition,All,66.7,83.8,75.2
S12000008,East Ayrshire,Local Authority,2012,No,All,All,All,No limiting condition,All,69.5,81.9,75.7
S12000041,Angus,Local Authority,2013,No,All,All,All,No limiting condition,All,74.4,85.3,79.9
S12000019,Midlothian,Local Authority,2014,No,All,All,All,No limiting condition,All,74.8,86.2,80.5
S12000018,Inverclyde,Local Authority,2014,No,All,All,All,No limiting condition,All,77.3,88.1,82.7
S12000033,Aberdeen City,Local Authority,2013,No,All,All,All,No limiting condition,All,72.5,81.3,76.9
S12000042,Dundee City,Local Authority,2013,No,All,All,All,No limiting condition,All,72.4,81.6,77
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,All,All,65 and over,12.6,17.4,15
S12000048,Perth and Kinross,Local Authority,2014,No,All,All,All,No limiting condition,All,78.4,87.3,82.8
S12000027,Shetland Islands,Local Authority,2013,No,All,All,All,No limiting condition,All,75.4,90.1,82.7
S12000023,Orkney Islands,Local Authority,2014,No,All,All,All,No limiting condition,All,80,89.6,84.8
S08000017,Dumfries and Galloway,NHS Health Board,2012,No,All,All,All,No limiting condition,All,71.2,79.9,75.6
S12000040,West Lothian,Local Authority,2016,No,All,All,All,No limiting condition,All,76,86.2,81.1
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,All,All,No limiting condition,All,76.2,82.5,79.3
S08000025,Orkney,NHS Health Board,2012,No,All,All,All,No limiting condition,All,79.9,89.8,84.8
S12000033,Aberdeen City,Local Authority,2017,No,All,All,All,No limiting condition,All,80.9,87.2,84.1
S12000047,Fife,Local Authority,2015,No,All,All,All,No limiting condition,All,76.5,83.1,79.8
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,No limiting condition,All,78.6,88.8,83.7
S12000042,Dundee City,Local Authority,2016,No,All,All,All,No limiting condition,All,75.1,84.9,80
S92000003,Scotland,Scotland,2017,No,All,All,All,No limiting condition,All,83.4,84.9,84.2
S08000019,Forth Valley,NHS Health Board,2016,No,All,All,All,No limiting condition,All,83.3,88.8,86
S12000028,South Ayrshire,Local Authority,2013,No,All,All,All,No limiting condition,All,72.7,84.5,78.6
S12000017,Highland,Local Authority,2016,No,All,All,All,No limiting condition,All,81.5,89.2,85.4
S08000029,Fife,NHS Health Board,2014,No,All,All,All,No limiting condition,All,77.8,84.3,81
S12000021,North Ayrshire,Local Authority,2014,No,All,All,All,No limiting condition,All,74.5,84,79.2
S12000020,Moray,Local Authority,2014,No,All,All,All,No limiting condition,All,76.2,85.4,80.8
S12000018,Inverclyde,Local Authority,2017,No,All,All,All,No limiting condition,All,85.3,92.6,88.9
S08000032,Lanarkshire,NHS Health Board,2016,No,All,All,All,No limiting condition,All,78.1,83.2,80.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,All,All,All,No limiting condition,All,78,81.4,79.7
S12000048,Perth and Kinross,Local Authority,2017,No,All,All,All,No limiting condition,All,87.4,94.3,90.8
S12000021,North Ayrshire,Local Authority,2016,No,All,All,All,No limiting condition,All,74,83.9,79
S12000038,Renfrewshire,Local Authority,2017,No,All,All,All,No limiting condition,All,81.6,89,85.3
S12000026,Scottish Borders,Local Authority,2014,No,All,All,All,No limiting condition,All,80.9,89.2,85.1
S12000020,Moray,Local Authority,2016,No,All,All,All,No limiting condition,All,70.6,88.1,79.4
S12000006,Dumfries and Galloway,Local Authority,2012,No,All,All,All,No limiting condition,All,71.2,79.9,75.6
S12000014,Falkirk,Local Authority,2017,No,All,All,All,No limiting condition,All,83.8,91,87.4
S12000029,South Lanarkshire,Local Authority,2017,No,All,All,All,No limiting condition,All,80.9,87.1,84
S12000017,Highland,Local Authority,2017,No,All,All,All,No limiting condition,All,80.5,87.8,84.2
S08000016,Borders,NHS Health Board,2012,No,All,All,All,No limiting condition,All,77.2,86.9,82.1
S12000033,Aberdeen City,Local Authority,2012,No,All,All,All,No limiting condition,All,74.3,82.3,78.3
S12000010,East Lothian,Local Authority,2012,No,All,All,All,No limiting condition,All,68.4,82.9,75.7
S12000048,Perth and Kinross,Local Authority,2015,No,All,All,All,No limiting condition,All,76.4,86.9,81.6
S12000048,Perth and Kinross,Local Authority,2013,No,All,All,All,No limiting condition,All,73.5,85.2,79.4
S08000029,Fife,NHS Health Board,2015,No,All,All,All,No limiting condition,All,76.5,83.1,79.8
S12000021,North Ayrshire,Local Authority,2012,No,All,All,All,No limiting condition,All,70.5,82,76.3
S12000034,Aberdeenshire,Local Authority,2017,Yes,All,All,All,No limiting condition,All,11,17.8,14.4
S12000014,Falkirk,Local Authority,2013,No,All,All,All,No limiting condition,All,74.2,84.1,79.1
S08000026,Shetland,NHS Health Board,2019,No,All,All,All,No limiting condition,All,82.3,93.6,88
S08000032,Lanarkshire,NHS Health Board,2019,No,All,All,All,No limiting condition,All,82.4,86.7,84.5
S12000041,Angus,Local Authority,2016,No,All,All,All,No limiting condition,All,79.4,89,84.2
S08000025,Orkney,NHS Health Board,2019,No,All,All,All,No limiting condition,All,75.7,93.9,84.8
S12000005,Clackmannanshire,Local Authority,2013,No,All,All,All,No limiting condition,All,73,85.7,79.4
S12000036,City of Edinburgh,Local Authority,2014,No,All,All,All,No limiting condition,All,83.1,87.9,85.5
S12000039,West Dunbartonshire,Local Authority,2012,No,All,All,All,No limiting condition,All,59.5,73.7,66.6
S12000017,Highland,Local Authority,2016,Yes,All,All,All,No limiting condition,All,10.8,18.5,14.6
S12000017,Highland,Local Authority,2017,Yes,All,All,All,No limiting condition,All,12.2,19.5,15.8
S12000030,Stirling,Local Authority,2016,Yes,All,All,All,No limiting condition,All,7.6,16,11.8
S12000036,City of Edinburgh,Local Authority,2017,Yes,All,All,All,No limiting condition,All,11.3,15.6,13.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,All,No limiting condition,All,14.4,17.6,16
S12000018,Inverclyde,Local Authority,2013,Yes,All,All,All,No limiting condition,All,16.5,28.3,22.4
S12000029,South Lanarkshire,Local Authority,2013,No,All,All,All,No limiting condition,All,75.1,82.3,78.7
S12000038,Renfrewshire,Local Authority,2016,Yes,All,All,All,All,All,16.4,23.7,20
S12000030,Stirling,Local Authority,2017,No,All,All,All,No limiting condition,All,85.4,93.5,89.5
S12000026,Scottish Borders,Local Authority,2013,No,All,All,All,No limiting condition,All,77.4,87.1,82.3
S08000030,Tayside,NHS Health Board,2012,No,All,All,All,No limiting condition,All,74.5,80.8,77.6
S12000017,Highland,Local Authority,2014,No,All,All,All,No limiting condition,All,74,81.8,77.9
S12000050,North Lanarkshire,Local Authority,2014,No,All,All,All,No limiting condition,All,73.6,81.1,77.4
S12000013,Na h-Eileanan Siar,Local Authority,2014-2015,Yes,All,All,All,All,All,20,27.8,23.9
S08000022,Highland,NHS Health Board,2017,No,All,All,All,No limiting condition,All,80.2,86.3,83.2
S12000018,Inverclyde,Local Authority,2012,No,All,All,All,No limiting condition,All,65.3,78.3,71.8
S12000019,Midlothian,Local Authority,2019,No,All,All,All,No limiting condition,All,79.6,89.5,84.5
S12000018,Inverclyde,Local Authority,2019,No,All,All,All,No limiting condition,All,81.6,90,85.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2019,No,All,All,All,No limiting condition,All,83.5,86.6,85
S12000013,Na h-Eileanan Siar,Local Authority,2017,Yes,All,All,All,No limiting condition,All,11.5,20,15.8
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,All,All,All,No limiting condition,All,17.4,23.7,20.6
S08000019,Forth Valley,NHS Health Board,2012,Yes,All,All,All,No limiting condition,All,17,23,20
S08000032,Lanarkshire,NHS Health Board,2017,Yes,All,All,All,All,16-64,18.9,24.1,21.5
S12000027,Shetland Islands,Local Authority,2019,No,All,All,All,No limiting condition,All,82.3,93.6,88
S12000014,Falkirk,Local Authority,2017,Yes,All,All,All,No limiting condition,All,8.9,16.1,12.5
S12000006,Dumfries and Galloway,Local Authority,2019,No,All,All,All,No limiting condition,All,73.9,83.3,78.6
S12000008,East Ayrshire,Local Authority,2019,No,All,All,All,No limiting condition,All,84.1,91.9,88
S12000017,Highland,Local Authority,2019,No,All,All,All,No limiting condition,All,79,87.5,83.3
S12000023,Orkney Islands,Local Authority,2019,No,All,All,All,No limiting condition,All,75.7,93.9,84.8
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,All,All,No limiting condition,All,18.1,28.2,23.2
S12000008,East Ayrshire,Local Authority,2013,No,All,All,All,No limiting condition,All,73.2,85.3,79.2
S12000047,Fife,Local Authority,2017,No,All,All,All,No limiting condition,All,80,86.7,83.4
S08000032,Lanarkshire,NHS Health Board,2015,No,All,All,All,No limiting condition,All,78.4,83.4,80.9
S12000010,East Lothian,Local Authority,2013,No,All,All,All,No limiting condition,All,75.6,86.8,81.2
S12000021,North Ayrshire,Local Authority,2017,No,All,All,All,No limiting condition,All,73.6,85.1,79.3
S92000003,Scotland,Scotland,2014,No,All,All,All,No limiting condition,All,79.8,81.4,80.6
S12000005,Clackmannanshire,Local Authority,2016,No,All,All,All,No limiting condition,All,79.9,89.8,84.8
S08000029,Fife,NHS Health Board,2013,No,All,All,All,No limiting condition,All,75.9,82.3,79.1
S12000020,Moray,Local Authority,2015,No,All,All,All,No limiting condition,All,70.2,81.2,75.7
S92000003,Scotland,Scotland,2013,No,All,All,All,No limiting condition,All,78.3,80,79.1
S12000006,Dumfries and Galloway,Local Authority,2016,No,All,All,All,No limiting condition,All,70.9,80.8,75.9
S12000006,Dumfries and Galloway,Local Authority,2013,No,All,All,All,No limiting condition,All,78.1,85.3,81.7
S12000018,Inverclyde,Local Authority,2016,No,All,All,All,No limiting condition,All,77,88.3,82.7
S12000034,Aberdeenshire,Local Authority,2012,No,All,All,All,No limiting condition,All,72.6,81.6,77.1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,All,All,All,No limiting condition,All,78.9,82.4,80.6
S08000026,Shetland,NHS Health Board,2014,Yes,All,All,All,All,35-64,13.2,29.1,21.2
S12000040,West Lothian,Local Authority,2015,Yes,All,All,All,No limiting condition,All,13.6,23.1,18.3
S12000011,East Renfrewshire,Local Authority,2015,Yes,All,All,All,No limiting condition,All,5.8,13.8,9.8
S12000021,North Ayrshire,Local Authority,2015,No,All,All,All,No limiting condition,All,74.1,84,79.1
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,No limiting condition,All,75.5,80.6,78.1
S08000024,Lothian,NHS Health Board,2018,Yes,All,All,All,No limiting condition,All,11.8,15,13.4
S12000014,Falkirk,Local Authority,2018,No,All,All,All,No limiting condition,All,83.7,91.7,87.7
S08000029,Fife,NHS Health Board,2017,Yes,All,All,All,No limiting condition,All,13.1,19.9,16.5
S92000003,Scotland,Scotland,2012,No,All,All,All,No limiting condition,All,77.1,78.9,78
S12000039,West Dunbartonshire,Local Authority,2017,No,All,All,All,No limiting condition,All,77.7,88.5,83.1
S12000029,South Lanarkshire,Local Authority,2015,No,All,All,All,No limiting condition,All,79.4,86.1,82.7
S12000041,Angus,Local Authority,2017,No,All,All,All,No limiting condition,All,77.4,87.5,82.5
S12000010,East Lothian,Local Authority,2014,No,All,All,All,No limiting condition,All,76.4,90.2,83.3
